Region,crop type,Year,Area cultivated(Ha),Production(kg),Yeild (kg/ha),Year_Since_Start,Decade,Is_Recent,Region_Code,Region_Avg_Yield,Region_Growth_Rate,Crop_Code,Crop_Avg_Yield,Crop_Trend,Yield_to_Production_Ratio,Area_Missing_Flag,Region_Crop,Region_Year,Crop_Year,Area_Filled,Yield_Growth_Rate,Production_Growth_Rate,Area_Efficiency,Regional_Avg_Yield,Yield_Anomaly,Rolling_Yield_Trend,Yield_Stability,Production_Area_Ratio,Early_Warning_Score,Risk_Level,Risk_Name
Afar,Maize,2006,12776.38,34727756,2718,10,2000,0,0,454.0164835164835,2388.4148892252647,1,2015.483870967742,1.644695113128375,12776.95217071376,0,Afar_Maize,Afar_2006,Maize_2006,12776.38,0.5629672225416906,-0.881670403807661,2718.121721489186,425.4088397790055,2292.5911602209944,1849.6666666666667,818.6295458467968,2718.121721489186,2292.2724570397286,0,Low Risk
Amhara,Maize,2006,341083.52,725680151,2128,10,2000,0,1,1654.5824175824175,0.1945572628949596,1,2015.483870967742,0.459587705981074,341015.1085526316,0,Amhara_Maize,Amhara_2006,Maize_2006,341083.52,-0.2170713760117734,19.89625805364447,2127.57318500759,1625.4222222222222,502.5777777777778,2195.0,492.92697227885594,2127.57318500759,522.2569644554105,0,Low Risk
Oromiya,Maize,2006,858096.17,2031748429,2368,10,2000,0,6,1857.7087912087911,0.5418828685543311,1,2015.483870967742,0.398651778497169,858001.8703547297,0,Oromiya_Maize,Oromiya_2006,Maize_2006,858096.17,0.11278195488721798,1.799785037802419,2367.7397709396605,1817.2122905027934,550.7877094972066,2404.6666666666665,296.7041174863161,2367.7397709396605,552.7002764898963,0,Low Risk
Somalia,Maize,2006,22965.34,13719892,597,10,2000,0,8,549.7857142857143,1.9088435051076893,1,2015.483870967742,0.3241733020625224,22981.39363484087,0,Somalia_Maize,Somalia_2006,Maize_2006,22965.34,-0.7478885135135135,-0.9932472486238108,597.4173254129919,549.7857142857143,47.214285714285666,1697.6666666666667,960.7290634374149,597.4173254129919,45.47314995214834,0,Low Risk
Benushangul Gumuz,Maize,2006,31720.76,62662819,1975,10,2000,0,2,1183.4835164835165,20.6555182282118,1,2015.483870967742,0.2527853327148992,31728.009620253164,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2006,Maize_2006,31720.76,2.30820770519263,3.5672968125405067,1975.4513763226355,1148.8333333333333,826.1666666666667,1646.6666666666667,930.0335119410119,1975.4513763226355,832.0421711843999,0,Low Risk
S.N.N.P.R,Maize,2006,206397.39,374015890,1812,10,2000,0,7,1521.2747252747254,1.0786505151638617,1,2015.483870967742,0.1852032394601406,206410.5353200883,0,S.N.N.P.R_Maize,S.N.N.P.R_2006,Maize_2006,206397.39,-0.08253164556962023,4.968705142358821,1812.1154051415087,1491.7666666666667,320.23333333333335,1461.3333333333333,752.9583875177511,1812.1154051415087,325.11950683012253,0,Low Risk
Gambela,Maize,2006,5842.0,12558400,2150,10,2000,0,4,485.2197802197802,inf,1,2015.483870967742,inf,5841.116279069767,0,Gambela_Maize,Gambela_2006,Maize_2006,5842.0,0.1865342163355408,-0.9664228169557181,2149.674768914755,462.8839779005525,1687.1160220994475,1979.0,169.0354992301897,2149.674768914755,1686.3361334988274,0,Low Risk
Harari,Maize,2006,933.06,1214117,1301,10,2000,0,5,12684.181318681318,26.26086175539439,1,2015.483870967742,0.1964101300748915,933.218293620292,0,Harari_Maize,Harari_2006,Maize_2006,933.06,-0.3948837209302326,-0.9033223181296981,1301.2207146378582,536.2277777777778,764.7722222222222,1754.3333333333333,427.42757671134467,1301.2207146378582,763.4740161831623,0,Low Risk
DIRE DAWA,Maize,2006,106.41,129510,1217,10,2000,0,3,361.5824175824176,inf,1,2015.483870967742,-0.578280690328883,106.41741988496302,0,DIRE DAWA_Maize,DIRE DAWA_2006,Maize_2006,106.41,-0.06456571867794003,-0.8933298850110821,1217.0848604454468,361.5824175824176,855.4175824175825,1556.0,516.1307973760128,1217.0848604454468,854.4596868138934,0,Low Risk
Tigray,Maize,2007,58613.21,102667972,1752,11,2000,0,9,1323.2252747252746,-0.306591383980231,1,2015.483870967742,-0.650174354235662,58600.44063926941,0,Tigray_Maize,Tigray_2007,Maize_2007,58613.21,0.4396055875102711,791.7416570149023,1751.618312663647,1323.2252747252746,428.77472527472537,1423.3333333333333,287.7157161736768,1751.618312663647,1220.9559878771379,0,Low Risk
Afar,Maize,2007,13221.0,49061022,3711,11,2000,0,0,454.0164835164835,inf,1,2015.483870967742,0.4127322825004875,13220.431689571544,0,Afar_Maize,Afar_2007,Maize_2007,13221.0,1.118150684931507,-0.5221389782589647,3710.8404810528705,425.4088397790055,3285.5911602209944,2226.6666666666665,1313.0081238641799,3710.8404810528705,3286.187171927667,0,Low Risk
Amhara,Maize,2007,376937.07,868770131,2305,11,2000,0,1,1654.5824175824175,0.2745803821001478,1,2015.483870967742,0.1971805068704435,376906.7813449024,0,Amhara_Maize,Amhara_2007,Maize_2007,376937.07,-0.3788736189706279,16.707950131980535,2304.8147824781468,1625.4222222222222,679.5777777777778,2589.3333333333335,1009.9773924862545,2304.8147824781468,695.9068542907877,0,Low Risk
Oromiya,Maize,2007,948732.18,2215804820,2336,11,2000,0,6,1857.7087912087911,0.5524599960434426,1,2015.483870967742,0.0905901480581383,948546.5839041095,0,Oromiya_Maize,Oromiya_2007,Maize_2007,948732.18,0.013449023861171305,1.5505075979643688,2335.5430191057712,1817.2122905027934,518.7877094972066,2784.0,802.9551668679896,2335.5430191057712,520.3516661190322,0,Low Risk
Somalia,Maize,2007,37019.2,23627364,638,11,2000,0,8,549.7857142857143,5.651662580350378,1,2015.483870967742,0.7221246348003323,37033.48589341693,0,Somalia_Maize,Somalia_2007,Maize_2007,37019.2,-0.7268835616438356,-0.9893368929489015,638.2462073734711,549.7857142857143,88.21428571428567,1759.6666666666667,971.5154828068015,638.2462073734711,86.49806525969292,0,Low Risk
Benushangul Gumuz,Maize,2007,31435.27,65361306,2079,11,2000,0,2,1183.4835164835165,inf,1,2015.483870967742,0.0430636068256042,31438.819624819625,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2007,Maize_2007,31435.27,2.2586206896551726,1.766339317411794,2079.234757646427,1148.8333333333333,930.1666666666667,1684.3333333333333,915.2170962855384,2079.234757646427,934.1916266737337,0,Low Risk
S.N.N.P.R,Maize,2007,220993.46,435995934,1973,11,2000,0,7,1521.2747252747254,1.2418602129943377,1,2015.483870967742,0.1657150021086002,220981.21338063863,0,S.N.N.P.R_Maize,S.N.N.P.R_2007,Maize_2007,220993.46,-0.050986050986051024,5.670551136172218,1972.8906638232643,1491.7666666666667,481.23333333333335,1563.3333333333333,803.1129019841061,1972.8906638232643,486.85289841851954,0,Low Risk
Gambela,Maize,2007,5842.0,12558400,2150,11,2000,0,4,485.2197802197802,inf,1,2015.483870967742,0.0,5841.116279069767,0,Gambela_Maize,Gambela_2007,Maize_2007,5842.0,0.08971109984794734,-0.9711960616586851,2149.674768914755,462.8839779005525,1687.1160220994475,2067.3333333333335,89.07487487127436,2149.674768914755,1686.2345371376368,0,Low Risk
Harari,Maize,2007,1366.38,2212699,1619,11,2000,0,5,12684.181318681318,29.69824775593446,1,2015.483870967742,0.8224759228311604,1366.7072266831378,0,Harari_Maize,Harari_2007,Maize_2007,1366.38,-0.24697674418604654,-0.8238072525162441,1619.3877252301702,536.2277777777778,1082.7722222222224,1914.0,270.3719660023938,1619.3877252301702,1081.70143822552,0,Low Risk
DIRE DAWA,Maize,2007,335.48,374977,1118,11,2000,0,3,361.5824175824176,inf,1,2015.483870967742,1.8953517102926412,335.3998211091234,0,DIRE DAWA_Maize,DIRE DAWA_2007,Maize_2007,335.48,-0.3094502779493514,-0.8305341124120362,1117.7328007630856,361.5824175824176,756.4175824175825,1629.0,516.0726693015229,1117.7328007630856,755.2775980272211,0,Low Risk
Tigray,Maize,2008,63265.83,94239653,1490,12,2000,0,9,1323.2252747252746,-0.362166299952676,1,2015.483870967742,-0.0820929724802589,63248.08926174496,0,Tigray_Maize,Tigray_2008,Maize_2008,63265.83,0.332737030411449,250.32115569754944,1489.5821804598154,1323.2252747252746,166.77472527472537,1409.0,260.13650262890553,1489.5821804598154,417.4286180026862,0,Low Risk
Afar,Maize,2008,12535.16,36059537,2877,12,2000,0,0,454.0164835164835,inf,1,2015.483870967742,-0.265006403657877,12533.728536670142,0,Afar_Maize,Afar_2008,Maize_2008,12535.16,0.9308724832214765,-0.6173634361747915,2876.671458521471,425.4088397790055,2451.5911602209944,1828.3333333333333,927.0233725928019,2876.671458521471,2451.9046692680413,0,Low Risk
Amhara,Maize,2008,397481.38,921231338,2318,12,2000,0,1,1654.5824175824175,0.483041855627802,1,2015.483870967742,0.060385601585559,397425.08110440033,0,Amhara_Maize,Amhara_2008,Maize_2008,397481.38,-0.19429961765728188,24.547508776942976,2317.671680620612,1625.4222222222222,692.5777777777778,2228.3333333333335,697.8340299335749,2317.671680620612,716.9309869370635,0,Low Risk
Oromiya,Maize,2008,5845.44,9917832,1697,12,2000,0,6,1857.7087912087911,inf,1,2015.483870967742,-0.995524049812293,5844.332351208014,0,Oromiya_Maize,Oromiya_2008,Maize_2008,5845.44,-0.2679033649698016,-0.9892341569474485,1696.6784365248811,1817.2122905027934,-120.2122905027934,2297.3333333333335,590.2714065015633,1696.6784365248811,-121.46942802471064,1,Medium Risk
Somalia,Maize,2008,36876.29,32593539,884,12,2000,0,8,549.7857142857143,inf,1,2015.483870967742,0.3794826625602416,36870.519230769234,0,Somalia_Maize,Somalia_2008,Maize_2008,36876.29,-0.47908073070123747,2.2863572401710375,883.861662873353,549.7857142857143,334.21428571428567,1633.0,719.1390686091244,883.861662873353,336.02156222375544,0,Low Risk
Benushangul Gumuz,Maize,2008,31045.76,62437950,2011,12,2000,0,2,1183.4835164835165,11.559404675937008,1,2015.483870967742,-0.044726095283347,31048.20984584784,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2008,Maize_2008,31045.76,1.2748868778280542,0.9156542037365136,2011.1586896246058,1148.8333333333333,862.1666666666667,1530.6666666666667,581.6204375134458,2011.1586896246058,864.3572077482313,0,Low Risk
S.N.N.P.R,Maize,2008,248881.66,439811852,1767,12,2000,0,7,1521.2747252747254,1.2273700352326715,1,2015.483870967742,0.0087521871247542,248903.14204867007,0,S.N.N.P.R_Maize,S.N.N.P.R_2008,Maize_2008,248881.66,-0.12133267031327699,6.043982898221354,1767.15251738517,1491.7666666666667,275.23333333333335,1554.0,592.9241098150748,1767.15251738517,281.15598356124144,0,Low Risk
Gambela,Maize,2008,6823.82,13746677,2015,12,2000,0,4,485.2197802197802,inf,1,2015.483870967742,0.0946200949165498,6822.172208436725,0,Gambela_Maize,Gambela_2008,Maize_2008,6823.82,0.14035087719298245,-0.968744187002946,2014.5134250317271,462.8839779005525,1552.1160220994475,1931.0,142.04224723651606,2014.5134250317271,1551.2876287896374,0,Low Risk
Harari,Maize,2008,1272.88,2111165,1659,12,2000,0,5,12684.181318681318,57.21013014227418,1,2015.483870967742,-0.0458869462136513,1272.5527426160338,0,Harari_Maize,Harari_2008,Maize_2008,1272.88,-0.17667493796526057,-0.8464236120482063,1658.5734711834577,536.2277777777778,1122.7722222222224,1813.6666666666667,182.53036277105426,1658.5734711834577,1121.749123672209,0,Low Risk
DIRE DAWA,Maize,2008,284.0,559681,1971,12,2000,0,3,361.5824175824176,inf,1,2015.483870967742,0.492574211218288,283.95788939624555,0,DIRE DAWA_Maize,DIRE DAWA_2008,Maize_2008,284.0,0.1880650994575046,-0.7348947145296554,1970.7077464788733,361.5824175824176,1609.4175824175825,1881.6666666666667,194.08589163906993,1970.7077464788733,1608.8707528025104,0,Low Risk
Tigray,Maize,2009,64275.12,111607170,1736,13,2000,0,9,1323.2252747252746,-0.195445867366093,1,2015.483870967742,0.184290969322648,64289.84447004608,0,Tigray_Maize,Tigray_2009,Maize_2009,64275.12,-0.1192288178589549,198.4121115421106,1736.397691672921,1323.2252747252746,412.77472527472537,1788.6666666666667,162.5310226797722,1736.397691672921,611.067607998977,0,Low Risk
Afar,Maize,2009,13166.81,37351425,2837,13,2000,0,0,454.0164835164835,inf,1,2015.483870967742,0.0358265276672853,13165.817765244978,0,Afar_Maize,Afar_2009,Maize_2009,13166.81,0.6342165898617511,-0.6653313133914246,2836.786207137492,425.4088397790055,2411.5911602209944,2181.3333333333335,579.8537171850617,2836.786207137492,2411.5600454974647,0,Low Risk
Amhara,Maize,2009,396715.7,925964400,2334,13,2000,0,1,1654.5824175824175,0.4147615200201571,1,2015.483870967742,0.0051377561799792,396728.5347043702,0,Amhara_Maize,Amhara_2009,Maize_2009,396715.7,-0.177299964751498,23.790604374531895,2334.07551049782,1625.4222222222222,708.5777777777778,2302.3333333333335,551.1826678455461,2334.07551049782,732.1910821875582,0,Low Risk
Oromiya,Maize,2009,933712.5,2178331700,2333,13,2000,0,6,1857.7087912087911,0.4375900130557908,1,2015.483870967742,218.63789061964349,933704.1148735534,0,Oromiya_Maize,Oromiya_2009,Maize_2009,933712.5,-0.00042844901456728923,1.3525004848998514,2332.979048690041,1817.2122905027934,515.7877094972066,2501.3333333333335,290.6962905393429,2332.979048690041,517.1397815330919,0,Low Risk
Somalia,Maize,2009,39751.64,65388636,1645,13,2000,0,8,549.7857142857143,7.197656015718165,1,2015.483870967742,1.0061839863415876,39749.93069908815,0,Somalia_Maize,Somalia_2009,Maize_2009,39751.64,-0.2948992713244749,-0.9699822409966306,1644.9292658114232,549.7857142857143,1095.2142857142858,2104.0,397.50597479786387,1644.9292658114232,1093.9494042019646,0,Low Risk
Benushangul Gumuz,Maize,2009,32009.85,77336861,2416,13,2000,0,2,1183.4835164835165,19.90170744746118,1,2015.483870967742,0.2386194774171797,32010.29014900662,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2009,Maize_2009,32009.85,0.46869300911854106,0.18272632265949085,2416.0332210241536,1148.8333333333333,1267.1666666666667,2131.3333333333335,423.2166505861192,2416.0332210241536,1267.8180859984448,0,Low Risk
S.N.N.P.R,Maize,2009,280446.0,528670080,1885,13,2000,0,7,1521.2747252747254,1.4362308256354468,1,2015.483870967742,0.2020369110016617,280461.5809018568,0,S.N.N.P.R_Maize,S.N.N.P.R_2009,Maize_2009,280446.0,-0.2197847682119205,5.835939203687101,1885.1047260435164,1491.7666666666667,393.23333333333335,1982.0,394.5465751974029,1885.1047260435164,398.8494877688085,0,Low Risk
Gambela,Maize,2009,58318.95,0,0,13,2000,0,4,485.2197802197802,-0.1133742964865565,1,2015.483870967742,-1.0,64289.84447004608,1,Gambela_Maize,Gambela_2009,Maize_2009,5422.006818181818,-1.0,-1.0,0.0,462.8839779005525,-462.8839779005525,1433.6666666666667,1269.6615034462268,0.0,-464.8839779005525,2,High Risk
Harari,Maize,2009,58318.95,0,0,13,2000,0,5,12684.181318681318,-0.1133742964865565,1,2015.483870967742,-1.0,64289.84447004608,1,Harari_Maize,Harari_2009,Maize_2009,1231.0088,0.0,0.0,0.0,536.2277777777778,-536.2277777777778,628.3333333333334,1088.3052574224441,0.0,-536.2277777777778,1,Medium Risk
DIRE DAWA,Maize,2009,58318.95,0,0,13,2000,0,3,361.5824175824176,-0.1133742964865565,1,2015.483870967742,-1.0,64289.84447004608,1,DIRE DAWA_Maize,DIRE DAWA_2009,Maize_2009,278.404,0.0,0.0,0.0,361.5824175824176,-361.5824175824176,0.0,0.0,0.0,-361.5824175824176,1,Medium Risk
Tigray,Maize,2010,64649.07,82229813,1272,14,2010,1,9,1323.2252747252746,-0.535855781240966,1,2015.483870967742,-0.263221054704639,64646.07940251572,0,Tigray_Maize,Tigray_2010,Maize_2010,64649.07,inf,inf,1271.9411586276492,1323.2252747252746,-51.22527472527463,424.0,734.3895424092033,1271.9411586276492,inf,1,Medium Risk
Afar,Maize,2010,3498.58,12896404,3686,14,2010,1,0,454.0164835164835,inf,1,2015.483870967742,-0.654727925373663,3498.753119913185,0,Afar_Maize,Afar_2010,Maize_2010,3498.58,1.8977987421383649,-0.8431663221707679,3686.1823939998512,425.4088397790055,3260.5911602209944,1652.6666666666667,1872.2524758518368,3686.1823939998512,3261.645792640962,0,Low Risk
Amhara,Maize,2010,355508.17,801069399,2253,14,2010,1,1,1654.5824175824175,-0.106041851153014,1,2015.483870967742,-0.134880996504833,355556.7683089214,0,Amhara_Maize,Amhara_2010,Maize_2010,355508.17,-0.3887683125339121,61.11571838165119,2253.307987267916,1625.4222222222222,627.5777777777778,2403.6666666666665,1214.0322620644529,2253.307987267916,688.304727846895,0,Low Risk
Oromiya,Maize,2010,1000055.87,2325533029,2325,14,2010,1,6,1857.7087912087911,0.3856962729060154,1,2015.483870967742,0.0675752590847389,1000229.2597849462,0,Oromiya_Maize,Oromiya_2010,Maize_2010,1000055.87,0.031957390146471365,1.9030356569643474,2325.403108728315,1817.2122905027934,507.7877094972066,2754.6666666666665,807.3613400041722,2325.403108728315,509.7227025443174,0,Low Risk
Somalia,Maize,2010,26998.54,44083170,1633,14,2010,1,8,549.7857142857143,5.10190162719979,1,2015.483870967742,-0.325828267774235,26995.20514390692,0,Somalia_Maize,Somalia_2010,Maize_2010,26998.54,-0.2976344086021505,-0.981043842658749,1632.7982920557927,549.7857142857143,1083.2142857142858,2070.3333333333335,380.44885771064213,1632.7982920557927,1081.9356074630248,0,Low Risk
Benushangul Gumuz,Maize,2010,35953.4,80121872,2228,14,2010,1,2,1183.4835164835165,inf,1,2015.483870967742,0.0360114305647858,35961.34290843806,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2010,Maize_2010,35953.4,0.3643600734843846,0.8175161178290944,2228.49221492265,1148.8333333333333,1079.1666666666667,2062.0,374.6771943953877,2228.49221492265,1080.3485428579802,0,Low Risk
S.N.N.P.R,Maize,2010,278927.61,539079421,1933,14,2010,1,7,1521.2747252747254,0.7446445119877316,1,2015.483870967742,0.0196896729998414,278882.26642524573,0,S.N.N.P.R_Maize,S.N.N.P.R_2010,Maize_2010,278927.61,-0.13240574506283664,5.728242957179034,1932.6857638797394,1491.7666666666667,441.23333333333335,1931.3333333333333,297.5035013799543,1932.6857638797394,446.82917054544953,0,Low Risk
Gambela,Maize,2010,4792.95,9712493,2026,14,2010,1,4,485.2197802197802,inf,1,2015.483870967742,inf,4793.925468904245,0,Gambela_Maize,Gambela_2010,Maize_2010,4792.95,0.048111743404035234,-0.981983187223168,2026.4123347833797,462.8839779005525,1563.1160220994475,2062.3333333333335,150.8188759185417,2026.4123347833797,1562.1821506556284,0,Low Risk
Harari,Maize,2010,1425.18,1814219,1273,14,2010,1,5,12684.181318681318,3.0803718222935936,1,2015.483870967742,inf,1425.152395915161,0,Harari_Maize,Harari_2010,Maize_2010,1425.18,-0.3716683119447186,-0.813207690342737,1272.9753434653867,536.2277777777778,736.7722222222222,1744.0,410.53988843960013,1272.9753434653867,735.5873462199348,0,Low Risk
DIRE DAWA,Maize,2010,443.76,623245,1404,14,2010,1,3,361.5824175824176,inf,1,2015.483870967742,inf,443.9066951566952,0,DIRE DAWA_Maize,DIRE DAWA_2010,Maize_2010,443.76,0.10290652003142187,-0.6564665015634827,1404.4641247521183,361.5824175824176,1042.4175824175825,1567.6666666666667,402.2963252794298,1404.4641247521183,1041.8640224360504,0,Low Risk
Tigray,Maize,2011,62857.22,149852718,2384,15,2010,1,9,1323.2252747252746,-0.221576324389448,1,2015.483870967742,0.8223648155444547,62857.68372483221,0,Tigray_Maize,Tigray_2011,Maize_2011,62857.22,0.6980056980056981,239.43950292421118,2384.0175877965967,1323.2252747252746,1060.7747252747254,1687.0,607.1630752936145,2384.0175877965967,1300.9122338969423,0,Low Risk
Afar,Maize,2011,58318.95,0,0,15,2010,1,0,454.0164835164835,-0.1133742964865565,1,2015.483870967742,-1.0,64289.84447004608,1,Afar_Maize,Afar_2011,Maize_2011,6058.575217391305,-1.0,-1.0,0.0,425.4088397790055,-425.4088397790055,1262.6666666666667,1198.2676384403167,0.0,-427.4088397790055,2,High Risk
Amhara,Maize,2011,472260.11,1214805420,2572,15,2010,1,1,1654.5824175824175,0.4727407647967103,1,2015.483870967742,0.5164796227598754,472319.3701399689,0,Amhara_Maize,Amhara_2011,Maize_2011,472260.11,inf,inf,2572.3227396868224,1625.4222222222222,946.5777777777778,1652.0,1433.7586965734504,2572.3227396868224,inf,0,Low Risk
Oromiya,Maize,2011,1109276.03,2880545093,2597,15,2010,1,6,1857.7087912087911,0.8194311256163298,1,2015.483870967742,0.2386601510616515,1109181.7839815172,0,Oromiya_Maize,Oromiya_2011,Maize_2011,1109276.03,0.009720062208398161,1.3711987496730136,2596.7793543686325,1817.2122905027934,779.7877094972066,1723.0,1492.2141267257857,2596.7793543686325,781.168628309088,0,Low Risk
Somalia,Maize,2011,28094.49,49264060,1754,15,2010,1,8,549.7857142857143,5.715305682076246,1,2015.483870967742,0.1175253503774795,28086.693272519955,0,Somalia_Maize,Somalia_2011,Maize_2011,28094.49,-0.32460531382364266,-0.9828976605435837,1753.5132333777904,549.7857142857143,1204.2142857142858,2307.6666666666665,479.65230462631223,1753.5132333777904,1202.9067827399185,0,Low Risk
Benushangul Gumuz,Maize,2011,43855.14,117292462,2675,15,2010,1,2,1183.4835164835165,38.30495197148952,1,2015.483870967742,0.4639256306942005,43847.6493457944,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2011,Maize_2011,43855.14,0.525085518814139,1.380893129798884,2674.543098026822,1148.8333333333333,1526.1666666666667,2342.0,510.7142057941988,2674.543098026822,1528.0726453152797,0,Low Risk
S.N.N.P.R,Maize,2011,237354.61,556546340,2345,15,2010,1,7,1521.2747252747254,1.2753143664584137,1,2015.483870967742,0.0324013833946741,237333.19402985077,0,S.N.N.P.R_Maize,S.N.N.P.R_2011,Maize_2011,237354.61,-0.12336448598130845,3.7449455021244242,2344.78841594861,1491.7666666666667,853.2333333333333,2258.0,466.62297414507935,2344.78841594861,856.8549143494764,0,Low Risk
Gambela,Maize,2011,6051.1,10245940,1693,15,2010,1,4,485.2197802197802,inf,1,2015.483870967742,0.0549237976284771,6051.943295924395,0,Gambela_Maize,Gambela_2011,Maize_2011,6051.1,-0.2780383795309168,-0.9815901403645921,1693.2359405727884,462.8839779005525,1230.1160220994475,2237.6666666666665,499.7212556349118,1693.2359405727884,1228.8563935795519,0,Low Risk
Harari,Maize,2011,808.72,1620428,2004,15,2010,1,5,12684.181318681318,10.57051867930995,1,2015.483870967742,-0.106817864877393,808.5968063872256,0,Harari_Maize,Harari_2011,Maize_2011,808.72,0.18369757826343758,-0.8418468193255084,2003.6947274705708,536.2277777777778,1467.7722222222224,2014.0,326.1150103874399,2003.6947274705708,1467.1140729811602,0,Low Risk
DIRE DAWA,Maize,2011,320.34,505268,1577,15,2010,1,3,361.5824175824176,inf,1,2015.483870967742,-0.189294739628877,320.3982244768548,0,DIRE DAWA_Maize,DIRE DAWA_2011,Maize_2011,320.34,-0.2130738522954092,-0.6881885526539901,1577.2866329524882,361.5824175824176,1215.4175824175825,1758.0,220.7962862006527,1577.2866329524882,1214.516320012633,0,Low Risk
Tigray,Maize,2012,64803.39,153610800,2370,16,2010,1,9,1323.2252747252746,-0.232596673606415,1,2015.483870967742,0.0250785040815877,64814.6835443038,0,Tigray_Maize,Tigray_2012,Maize_2012,64803.39,0.5028535193405199,303.0184614897441,2370.4130293183734,1323.2252747252746,1046.7747252747254,1983.6666666666667,396.8908330175106,2370.4130293183734,1350.29604028381,0,Low Risk
Afar,Maize,2012,4333.21,14049806,3242,16,2010,1,0,454.0164835164835,inf,1,2015.483870967742,inf,4333.684762492288,0,Afar_Maize,Afar_2012,Maize_2012,4333.21,0.36793248945147683,-0.9085363398927679,3242.35520549431,425.4088397790055,2816.5911602209944,2396.3333333333335,832.8123037835913,3242.35520549431,2816.0505563705533,0,Low Risk
Amhara,Maize,2012,494625.08,1338702721,2706,16,2010,1,1,1654.5824175824175,0.7397346423374969,1,2015.483870967742,0.1019894206596476,494716.4526977088,0,Amhara_Maize,Amhara_2012,Maize_2012,494625.08,-0.1653300431832202,94.28264810204497,2706.499882699033,1625.4222222222222,1080.5777777777778,2772.6666666666665,439.8060178457454,2706.499882699033,1174.6950958366394,0,Low Risk
Oromiya,Maize,2012,1102256.2,3482899290,3160,16,2010,1,6,1857.7087912087911,1.078184079147443,1,2015.483870967742,0.2091111847072897,1102183.319620253,0,Oromiya_Maize,Oromiya_2012,Maize_2012,1102256.2,0.16777531411677749,1.6016973263476322,3159.7910630940432,1817.2122905027934,1342.7877094972066,3036.0,288.71439174381015,3159.7910630940432,1344.557182137671,0,Low Risk
Somalia,Maize,2012,28934.09,75840758,2621,16,2010,1,8,549.7857142857143,6.838386771945015,1,2015.483870967742,0.5394743754371849,28935.809996184664,0,Somalia_Maize,Somalia_2012,Maize_2012,28934.09,-0.17056962025316458,-0.9782248202760981,2621.1558061788014,549.7857142857143,2071.214285714286,2829.0,289.787853437646,2621.1558061788014,2070.0654912737564,0,Low Risk
Benushangul Gumuz,Maize,2012,46534.5,143187031,3077,16,2010,1,2,1183.4835164835165,inf,1,2015.483870967742,0.2207692511390886,46534.621709457264,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2012,Maize_2012,46534.5,0.17397939717665012,0.8879957792615945,3077.008047792498,1148.8333333333333,1928.1666666666667,2952.6666666666665,290.2142886443252,3077.008047792498,1929.228641843105,0,Low Risk
S.N.N.P.R,Maize,2012,306431.17,844723248,2757,16,2010,1,7,1521.2747252747254,2.2723417740976566,1,2015.483870967742,0.5177949925966632,306392.18280739937,0,S.N.N.P.R_Maize,S.N.N.P.R_2012,Maize_2012,306431.17,-0.10399740006499836,4.899439649670507,2756.6492272962964,1491.7666666666667,1265.2333333333333,2818.3333333333335,234.10538937267543,2756.6492272962964,1270.0287755829388,0,Low Risk
Gambela,Maize,2012,4518.41,10687412,2365,16,2010,1,4,485.2197802197802,inf,1,2015.483870967742,0.0430875058803779,4518.990274841438,0,Gambela_Maize,Gambela_2012,Maize_2012,4518.41,-0.14218353282553498,-0.9873480314111114,2365.3037240976364,462.8839779005525,1902.1160220994475,2733.0,356.60622540836096,2365.3037240976364,1900.9864905352108,0,Low Risk
Harari,Maize,2012,2068.62,5337816,2580,16,2010,1,5,12684.181318681318,63.22746306011455,1,2015.483870967742,2.294077860910821,2068.920930232558,0,Harari_Maize,Harari_2012,Maize_2012,2068.62,0.09090909090909083,-0.5005511156489523,2580.3753226788876,536.2277777777778,2043.7722222222224,2567.3333333333335,196.30673277636797,2580.3753226788876,2043.3625801974824,0,Low Risk
DIRE DAWA,Maize,2012,219.02,374131,1708,16,2010,1,3,361.5824175824176,inf,1,2015.483870967742,-0.259539491913202,219.04625292740047,0,DIRE DAWA_Maize,DIRE DAWA_2012,Maize_2012,219.02,-0.33798449612403103,-0.929909348692424,1708.204730161629,361.5824175824176,1346.4175824175825,2217.6666666666665,454.28662024467883,1708.204730161629,1345.149688572766,0,Low Risk
Tigray,Maize,2013,69026.2,161159543,2335,17,2010,1,9,1323.2252747252746,-0.214899301951622,1,2015.483870967742,0.0491420069422201,69019.07623126339,0,Tigray_Maize,Tigray_2013,Maize_2013,69026.2,0.3670960187353629,429.75698886219,2334.7590190391475,1323.2252747252746,1011.7747252747254,2207.6666666666665,449.72917776516687,2334.7590190391475,1441.8988101556506,0,Low Risk
Amhara,Maize,2013,434641.83,1262972851,2906,17,2010,1,1,1654.5824175824175,0.4213566396867194,1,2015.483870967742,-0.0565695944379872,434608.6892635926,0,Amhara_Maize,Amhara_2013,Maize_2013,434641.83,0.2445396145610279,6.836786004040729,2905.778422201103,1625.4222222222222,1280.5777777777778,2316.3333333333335,599.21810164024,2905.778422201103,1287.6591033963796,0,Low Risk
